Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2018-01-02,52.520952785787706,53.66611603378075,52.520952785787706,53.527957916259766,31766000,0.0,0.0,GOOGL
2018-01-03,53.56386748413782,54.669630898565146,53.53893151778439,54.44119644165039,31318000,0.0,0.0,GOOGL
2018-01-04,54.71900535303754,55.06764081538194,54.57785629875031,54.65266799926758,26052000,0.0,0.0,GOOGL
2018-01-05,55.036222254235334,55.54147142184544,54.95392557601109,55.377376556396484,30250000,0.0,0.0,GOOGL
2018-01-08,55.41278810415501,55.81978126851132,55.362912367581515,55.57289123535156,24644000,0.0,0.0,GOOGL
2018-01-09,55.78387099573885,55.78387099573885,55.273134624024216,55.50206756591797,26808000,0.0,0.0,GOOGL
2018-01-10,55.213278434417724,55.501566036698925,55.062654250665126,55.36989212036133,20734000,0.0,0.0,GOOGL
2018-01-11,55.47812874639449,55.60481395506577,55.187348672484354,55.46516036987305,22424000,0.0,0.0,GOOGL
2018-01-12,55.367902031261856,56.425281363721865,55.26366033208595,56.39286422729492,38586000,0.0,0.0,GOOGL
2018-01-16,56.87466763202726,57.30211033933787,56.19385451081135,56.395355224609375,36462000,0.0,0.0,GOOGL
2018-01-17,56.67765697365742,56.82529021766518,56.03574517811478,56.8143196105957,27830000,0.0,0.0,GOOGL
2018-01-18,56.826788228666636,56.88863536174458,56.08412794599327,56.658206939697266,27498000,0.0,0.0,GOOGL
2018-01-19,56.76095234375301,57.04774068829913,56.485134606607126,57.033775329589844,30552000,0.0,0.0,GOOGL
2018-01-22,57.04973797600683,58.19988990106612,56.949982696586254,58.06422424316406,29550000,0.0,0.0,GOOGL
2018-01-23,58.38642381170426,58.77995010809011,58.21834101950905,58.663238525390625,39138000,0.0,0.0,GOOGL
2018-01-24,59.102652662244225,59.20589737756205,58.22582222117423,58.41984176635742,37128000,0.0,0.0,GOOGL
2018-01-25,58.889680083401466,59.10365068803247,58.44727502444708,58.961002349853516,29984000,0.0,0.0,GOOGL
2018-01-26,59.229839213218945,59.2313346862793,58.25724898549053,59.2313346862793,42170000,0.0,0.0,GOOGL
2018-01-29,59.25327983456872,59.75204480352882,59.05676403186482,59.177467346191406,31494000,0.0,0.0,GOOGL
2018-01-30,58.740553541830124,59.24979066181357,58.58044659671338,58.72309494018555,37338000,0.0,0.0,GOOGL
2018-01-31,59.044294448900985,59.16948798804592,58.460241854504,58.96499252319336,36022000,0.0,0.0,GOOGL
2018-02-01,58.65425988794997,59.22584638756363,58.32357771575703,58.93356704711914,73514000,0.0,0.0,GOOGL
2018-02-02,56.23175762687707,56.4252786753076,55.421264565147546,55.821773529052734,117842000,0.0,0.0,GOOGL
2018-02-05,54.8945717753755,55.61179759275806,52.70649306385514,52.9882926940918,83550000,0.0,0.0,GOOGL
2018-02-06,51.57130182292909,54.23470494372988,51.37329054628478,54.08757019042969,76630000,0.0,0.0,GOOGL
2018-02-07,54.1145057363607,54.1923121916813,52.60075217093028,52.64015579223633,51942000,0.0,0.0,GOOGL
2018-02-08,52.862603383269494,53.065101081144164,50.11091785704711,50.26104736328125,66792000,0.0,0.0,GOOGL
2018-02-09,51.167301662070074,52.4561102172675,49.72686812328766,52.18428421020508,98360000,0.0,0.0,GOOGL
2018-02-12,52.70299792474581,53.146898443043355,52.14538057643125,52.59775924682617,56240000,0.0,0.0,GOOGL
2018-02-13,52.370323310190535,52.92993844407308,52.21670436487568,52.576812744140625,31586000,0.0,0.0,GOOGL
2018-02-14,52.58578894604312,53.64067581267302,52.36034924527937,53.50251770019531,41304000,0.0,0.0,GOOGL
2018-02-15,54.03869280990357,54.56987873564569,53.22969518377279,54.4332160949707,37396000,0.0,0.0,GOOGL
2018-02-16,54.53396468040038,55.27862272126048,54.44269135782515,54.639705657958984,39948000,0.0,0.0,GOOGL
2018-02-20,54.503042694061364,55.67663511444416,54.36538307186843,55.04320526123047,33754000,0.0,0.0,GOOGL
2018-02-21,55.31802575683429,56.669678395964716,55.23872002450474,55.549949645996094,41486000,0.0,0.0,GOOGL
2018-02-22,55.82028153692741,56.134003621080716,55.121012804815145,55.35792541503906,28010000,0.0,0.0,GOOGL
2018-02-23,55.79484290021129,56.31056799916596,55.28510730391477,56.26517868041992,25292000,0.0,0.0,GOOGL
2018-02-26,56.45321017923104,57.06868672817589,56.32752195524826,57.04375076293945,30912000,0.0,0.0,GOOGL
2018-02-27,57.04375108068429,57.07118330628947,55.701573600544194,55.737483978271484,42964000,0.0,0.0,GOOGL
2018-02-28,55.961428263712506,56.24323169021494,55.01377786236133,55.059661865234375,49292000,0.0,0.0,GOOGL
