Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-01-02,20.799999237060547,21.474000930786133,20.733333587646484,21.368667602539062,65283000,0.0,0.0
2018-01-03,21.399999618530273,21.683332443237305,21.036666870117188,21.149999618530273,67822500,0.0,0.0
2018-01-04,20.857999801635742,21.23666763305664,20.3786678314209,20.974666595458984,149194500,0.0,0.0
2018-01-05,21.107999801635742,21.14933204650879,20.799999237060547,21.10533332824707,68868000,0.0,0.0
2018-01-08,21.066667556762695,22.468000411987305,21.03333282470703,22.42733383178711,147891000,0.0,0.0
2018-01-09,22.3439998626709,22.586666107177734,21.82666778564453,22.246000289916992,107199000,0.0,0.0
2018-01-10,22.14666748046875,22.46666717529297,22.0,22.31999969482422,64648500,0.0,0.0
2018-01-11,22.349332809448242,22.987333297729492,22.21733283996582,22.530000686645508,99682500,0.0,0.0
2018-01-12,22.575332641601562,22.694000244140625,22.244667053222656,22.4146671295166,72376500,0.0,0.0
2018-01-16,22.502666473388672,23.0,22.31999969482422,22.67066764831543,97114500,0.0,0.0
2018-01-17,22.697999954223633,23.266666412353516,22.649999618530273,23.143999099731445,106552500,0.0,0.0
2018-01-18,23.044666290283203,23.48666763305664,22.916000366210938,22.971332550048828,85287000,0.0,0.0
2018-01-19,23.0,23.37266731262207,22.84000015258789,23.334667205810547,73324500,0.0,0.0
2018-01-22,23.293333053588867,23.85533332824707,23.280000686645508,23.437332153320312,93156000,0.0,0.0
2018-01-23,24.0,24.03333282470703,23.399999618530273,23.519332885742188,81981000,0.0,0.0
2018-01-24,23.6386661529541,23.649999618530273,22.90133285522461,23.05933380126953,79312500,0.0,0.0
2018-01-25,23.218000411987305,23.280000686645508,22.426666259765625,22.50933265686035,101104500,0.0,0.0
2018-01-26,22.766666412353516,22.933332443237305,22.380666732788086,22.856666564941406,68091000,0.0,0.0
2018-01-29,22.656667709350586,23.389999389648438,22.552000045776367,23.302000045776367,71206500,0.0,0.0
2018-01-30,23.00933265686035,23.218000411987305,22.81133270263672,23.05466651916504,70765500,0.0,0.0
2018-01-31,23.167333602905273,23.746000289916992,23.012666702270508,23.62066650390625,93211500,0.0,0.0
2018-02-01,23.399999618530273,23.977333068847656,23.242000579833984,23.28333282470703,62965500,0.0,0.0
2018-02-02,23.229333877563477,23.463333129882812,22.700666427612305,22.916667938232422,55572000,0.0,0.0
2018-02-05,22.531333923339844,22.96466636657715,22.200000762939453,22.208667755126953,66961500,0.0,0.0
2018-02-06,21.680667877197266,22.4146671295166,21.566667556762695,22.264667510986328,76326000,0.0,0.0
2018-02-07,22.599332809448242,23.066667556762695,22.37733268737793,23.0,104538000,0.0,0.0
2018-02-08,22.887332916259766,23.2413330078125,20.97333335876465,21.01533317565918,154719000,0.0,0.0
2018-02-09,21.32866668701172,21.398666381835938,19.650667190551758,20.69466781616211,194005500,0.0,0.0
