Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2018-01-02,17.456192689473575,17.456192689473575,17.143358305851322,17.223800659179688,42626974,0.0,0.0,T
2018-01-03,17.192519316765864,17.20145773325152,16.772426156407406,16.8260555267334,51851150,0.0,0.0,T
2018-01-04,16.87074655262903,17.067386073213598,16.65176211932283,16.982473373413086,36894187,0.0,0.0,T
2018-01-05,17.045040130615234,17.05397854719083,16.893091563181915,17.045040130615234,29386048,0.0,0.0,T
2018-01-08,17.04951108276486,17.1969904569949,16.91543820618151,17.094202041625977,35276524,0.0,0.0,T
2018-01-09,17.113299699205932,17.27702021856081,17.045083198962935,17.049631118774414,37152896,0.5,0.0,T
2018-01-10,17.00415209497355,17.00415209497355,16.617590417789483,16.653972625732422,54388066,0.0,0.0,T
2018-01-11,16.67671159228872,16.722188489147737,16.540278604782696,16.590303421020508,54813997,0.0,0.0,T
2018-01-12,16.59030226947838,16.822239250911338,16.517537861397184,16.781309127807617,41285233,0.0,0.0,T
2018-01-16,16.781307871917072,16.83588174812594,16.617587391754803,16.699447631835938,32739342,0.0,0.0,T
2018-01-17,16.722190173409558,16.804050433543946,16.59485301183571,16.758573532104492,29194465,0.0,0.0,T
2018-01-18,16.754027153107973,16.999606807632095,16.74038339234258,16.895008087158203,36623296,0.0,0.0,T
2018-01-19,16.99505903958643,16.99505903958643,16.79950422240281,16.92229461669922,36965815,0.0,0.0,T
2018-01-22,16.917744274870973,17.236088292314196,16.81769234637539,17.222444534301758,41918634,0.0,0.0,T
2018-01-23,17.25882889930508,17.38161929138244,16.840434049497112,16.913198471069336,43739664,0.0,0.0,T
2018-01-24,16.95867062895178,17.004147515283865,16.8176886062368,16.835880279541016,37823767,0.0,0.0,T
2018-01-25,16.86771946250752,17.03143882751465,16.754024916699862,17.03143882751465,30981997,0.0,0.0,T
2018-01-26,17.035992187540685,17.1997127532959,16.990515273466393,17.1997127532959,28609654,0.0,0.0,T
2018-01-29,16.885912212367636,17.13604093510381,16.81769570560857,16.94503402709961,40884590,0.0,0.0,T
2018-01-30,16.990513306943864,17.1906149214123,16.963225783499702,17.02689552307129,39565357,0.0,0.0,T
2018-01-31,17.017796217035045,17.24518530865036,16.976866088667126,17.03143882751465,54843258,0.0,0.0,T
2018-02-01,17.513505043384164,17.868231301712722,17.46347907424979,17.809110641479492,79392071,0.0,0.0,T
2018-02-02,17.74998673441269,17.75453465365677,17.19515781360203,17.313400268554688,61034679,0.0,0.0,T
2018-02-05,17.195160116387406,17.422549218256638,16.65852165222168,16.65852165222168,60368442,0.0,0.0,T
2018-02-06,16.40839560962919,16.858625934949572,16.144624273124375,16.749479293823242,83286617,0.0,0.0,T
2018-02-07,16.740382316186807,17.031440006086886,16.708548024912066,16.79495620727539,47180078,0.0,0.0,T
2018-02-08,16.776763473350314,16.8040498429479,16.176456451416016,16.176456451416016,60563732,0.0,0.0,T
2018-02-09,16.294702452122262,16.531187435836337,15.930880283688923,16.39475440979004,66489162,0.0,0.0,T
2018-02-12,16.522087710050652,16.644878093702328,16.358367198515083,16.540279388427734,36741927,0.0,0.0,T
2018-02-13,16.503897471398925,16.6949032069419,16.35836748720758,16.644878387451172,30289413,0.0,0.0,T
2018-02-14,16.55392375960946,16.722191060173582,16.42203867120499,16.5584716796875,32880481,0.0,0.0,T
2018-02-15,16.58575699792286,16.82678985595703,16.4766103683785,16.82678985595703,36419533,0.0,0.0,T
2018-02-16,16.817694638281942,17.004153614206718,16.76312074725937,16.890459060668945,26349718,0.0,0.0,T
2018-02-20,16.772214915664705,16.867718928320173,16.676712051473764,16.72218894958496,29222666,0.0,0.0,T
2018-02-21,16.722188350440675,16.844978727256272,16.499348341979342,16.512990951538086,27529402,0.0,0.0,T
2018-02-22,16.58575439453125,16.822239295656356,16.558468028544326,16.58575439453125,24543650,0.0,0.0,T
2018-02-23,16.622135310477567,16.713091388004234,16.503894017542954,16.699447631835938,23098901,0.0,0.0,T
2018-02-26,16.794954255886246,17.058725543827023,16.740380371138546,17.035985946655273,26309734,0.0,0.0,T
2018-02-27,17.01779259226698,17.11784335781979,16.767663955688477,16.767663955688477,28360874,0.0,0.0,T
2018-02-28,16.908651222753605,16.908651222753605,16.508445739746094,16.508445739746094,38768971,0.0,0.0,T
2018-03-01,16.512990176441722,16.713092875734105,16.31288862561377,16.37200927734375,37798744,0.0,0.0,T
2018-03-02,16.372014431774133,16.55392551182749,16.349275977441756,16.531187057495117,28285936,0.0,0.0,T
2018-03-05,16.462967356242874,16.744929188577732,16.41748930792496,16.69035530090332,25551876,0.0,0.0,T
2018-03-06,16.74947342943538,16.781307711726534,16.599396706874003,16.767663955688477,23119820,0.0,0.0,T
2018-03-07,16.64033311015828,16.84043586528996,16.62668934896814,16.78586196899414,24475464,0.0,0.0,T
2018-03-08,16.785861594272756,16.87681770324707,16.626688977800065,16.87681770324707,26170581,0.0,0.0,T
2018-03-09,16.904099331418305,16.926837778046632,16.744926759626807,16.849525451660156,24918077,0.0,0.0,T
2018-03-12,16.849528867786894,17.08601381391057,16.844980947846288,16.990510940551758,29531820,0.0,0.0,T
2018-03-13,17.076916714728196,17.19515917907049,16.94503164003476,17.004152297973633,25399351,0.0,0.0,T
2018-03-14,17.095108582184668,17.095108582184668,16.80859768313891,16.84043312072754,24633285,0.0,0.0,T
2018-03-15,16.867723658462317,16.95867977712019,16.83134144069214,16.84498405456543,28967928,0.0,0.0,T
2018-03-16,16.867719985594242,16.981414534927694,16.781311806530734,16.82678985595703,49124372,0.0,0.0,T
2018-03-19,16.817695211335952,16.872269104218102,16.58575817640001,16.635784149169922,26000580,0.0,0.0,T
2018-03-20,16.681261577355524,16.74493131246214,16.45387360385377,16.52663803100586,26701240,0.0,0.0,T
2018-03-21,16.52663393382453,16.59939834293732,16.37200927734375,16.37200927734375,23086853,0.0,0.0,T
2018-03-22,16.349275883538933,16.390206019873954,16.08095661132704,16.08550453186035,37332696,0.0,0.0,T
2018-03-23,16.0855032365483,16.367465099189896,15.712584119029744,15.780801773071289,46377072,0.0,0.0,T
2018-03-26,15.944517331720798,16.049116017542595,15.662554408566029,15.776248931884766,41696070,0.0,0.0,T
2018-03-27,15.849019053841333,16.008191673615773,15.776254624538403,15.871757507324219,44831567,0.0,0.0,T
2018-03-28,16.049123874508926,16.303799409851155,16.02638426963424,16.171913146972656,40707969,0.0,0.0,T
2018-03-29,16.22648288601033,16.321985756580467,15.926329366411915,16.212839126586914,36494868,0.0,0.0,T
2018-04-02,16.180997823891726,16.217380018122295,15.839914322306088,15.962704658508299,38704360,0.0,0.0,T
2018-04-03,15.990000497590376,16.108242986062127,15.849019554916852,16.08550453186035,28969385,0.0,0.0,T
2018-04-04,15.989998229833626,16.34472564494021,15.90813911723791,16.31743812561035,27224220,0.0,0.0,T
2018-04-05,16.340174480295147,16.467512766487708,16.2264799510582,16.435678482055664,22644769,0.0,0.0,T
2018-04-06,16.376559336531564,16.46296751431883,16.108240112190508,16.20374298095703,33255438,0.0,0.0,T
2018-04-09,16.329784986323638,16.542942846111,16.24637615219392,16.297348022460938,28968590,0.5,0.0,T
2018-04-10,16.3668541401138,16.86267892135821,16.241740317799024,16.593914031982422,52696259,0.0,0.0,T
2018-04-11,16.524404328501536,16.556841285275535,16.301978479017013,16.334415435791016,27864639,0.0,0.0,T
2018-04-12,16.41319222498521,16.436361146638284,16.246373414628422,16.29271125793457,29062065,0.0,0.0,T
2018-04-13,16.315887313433766,16.39002929407132,16.227843272599014,16.283449172973633,19032235,0.0,0.0,T
2018-04-16,16.39002669236107,16.598550540975996,16.32051757261586,16.515140533447266,32964025,0.0,0.0,T
2018-04-17,16.538313029299573,16.57538401911166,16.362224950036854,16.385395050048828,27255599,0.0,0.0,T
2018-04-18,16.4409955472507,16.46879848792212,16.292711636727553,16.315881729125977,28599724,0.0,0.0,T
2018-04-19,16.329785310765462,16.34368736850005,16.130528334270764,16.135162353515625,31172124,0.0,0.0,T
2018-04-20,16.153696863990604,16.246374899486646,15.824690891165737,16.06565284729004,42967507,0.0,0.0,T
2018-04-23,16.08418945477296,16.167600631713867,16.028583563754875,16.167600631713867,28084556,0.0,0.0,T
2018-04-24,16.288080565938046,16.37149057325388,16.107359663558334,16.21857261657715,28561593,0.0,0.0,T
2018-04-25,16.158328950808208,16.329781774707257,16.093453865635087,16.311246871948242,33485549,0.0,0.0,T
2018-04-26,15.495688657310675,15.616169655345292,15.046202802117913,15.338136672973633,175073050,0.0,0.0,T
2018-04-27,15.35667301886317,15.551296007725142,15.301067119306646,15.31033515930176,71773908,0.0,0.0,T
2018-04-30,15.416911435449801,15.48178536375279,15.13887847525476,15.152780532836914,61108955,0.0,0.0,T
2018-05-01,15.175948006249666,15.250089965845316,14.99522712601112,15.07863712310791,47421840,0.0,0.0,T
2018-05-02,15.120345458948522,15.120345458948522,14.78207254735551,14.85621452331543,53196466,0.0,0.0,T
2018-05-03,14.846945752845505,14.897917627429194,14.64768876343512,14.800606727600098,53352169,0.0,0.0,T
2018-05-04,14.800607909980888,14.953525886362073,14.745002011409758,14.893284797668457,33814298,0.0,0.0,T
2018-05-07,14.930354603882655,14.94425666252753,14.758901731630647,14.846945762634277,34776581,0.0,0.0,T
2018-05-08,14.814509016235343,14.828409904879912,14.633788102200159,14.689393997192383,44372404,0.0,0.0,T
2018-05-09,14.656953160032204,14.694024136974393,14.443794164959616,14.550373077392578,49642586,0.0,0.0,T
2018-05-10,14.63378551611038,14.842309340791244,14.596713365724343,14.772801399230957,39600046,0.0,0.0,T
2018-05-11,14.828403672701553,14.97205353963216,14.823769655031986,14.962786674499512,36426285,0.0,0.0,T
2018-05-14,15.00912832045807,15.050833319863406,14.874746454757261,14.916451454162598,35608980,0.0,0.0,T
2018-05-15,14.893282298284667,14.939621319455382,14.740365517772956,14.870113372802734,35095003,0.0,0.0,T
2018-05-16,14.870114448065593,15.01839839036886,14.851579540381156,14.967425346374512,25230541,0.0,0.0,T
2018-05-17,15.004497854232959,15.018398742770732,14.782071935558905,14.79597282409668,33656874,0.0,0.0,T
2018-05-18,14.800606621711728,14.874748593491162,14.726464649932295,14.851579666137695,28969650,0.0,0.0,T
