Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-01-02,79.96000592461394,80.12711176377867,79.37513902896578,79.79290008544922,22483800,0.0,0.0
2018-01-03,79.89504195437561,80.31281020478102,79.8114925540097,80.16426849365234,26061400,0.0,0.0
2018-01-04,80.38708137715513,81.38043822533513,80.3685172029845,80.86983489990234,21912000,0.0,0.0
2018-01-05,81.380419825073,82.07669306622034,81.16689291466378,81.87245178222656,23407100,0.0,0.0
2018-01-08,81.88171519106895,82.23449810107208,81.3246981176796,81.95598602294922,22113000,0.0,0.0
2018-01-09,82.29948833503975,82.37375917145644,81.56607976185283,81.9002914428711,19484300,0.0,0.0
2018-01-10,81.56610424038809,81.87246622040558,81.14834305517073,81.52896881103516,18652200,0.0,0.0
2018-01-11,81.81673103601648,81.81673103601648,80.99048749857826,81.77031707763672,17808900,0.0,0.0
2018-01-12,82.31807070375052,83.348555767594,82.11382939987404,83.18144989013672,24271500,0.0,0.0
2018-01-16,83.64565719016659,84.28623109307095,81.70537838696423,82.0210189819336,36599700,0.0,0.0
2018-01-17,82.6986981991161,83.81273258868372,82.39233626298474,83.6827621459961,25621200,0.0,0.0
2018-01-18,83.36713242031706,84.17480497794267,83.23716196086332,83.64563751220703,24159700,0.0,0.0
2018-01-19,83.68275057608521,84.11908289457723,83.23713971501114,83.55278015136719,36875000,0.0,0.0
2018-01-22,83.55280272189745,85.0567557207208,83.31142597527817,85.04747009277344,23601600,0.0,0.0
2018-01-23,85.31669616699219,85.68804337137863,84.98248439133029,85.31669616699219,23412800,0.0,0.0
2018-01-24,85.92010241992377,86.73706029836531,85.01958808732395,85.24239349365234,33277500,0.0,0.0
2018-01-25,85.84584414787025,86.5606815107172,85.34452659815567,85.71587371826172,26383200,0.0,0.0
2018-01-26,86.44928755079236,87.32194519042969,85.94796997081808,87.32194519042969,29172200,0.0,0.0
2018-01-29,88.32459955707273,88.61239029075065,87.00632364317235,87.1919937133789,31569900,0.0,0.0
2018-01-30,86.61640071734777,86.9506124655232,85.50235919581027,86.09651184082031,38635100,0.0,0.0
