Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-01-02,42.70949687970832,42.91599603452218,41.45254163092328,41.865543365478516,25380000,0.0,0.0
2018-01-03,42.673584996968714,43.15841090816218,42.59278067843647,42.8351936340332,24165000,0.0,0.0
2018-01-04,43.08659385961683,43.26615599715976,42.84418086402001,43.257179260253906,19815100,0.0,0.0
2018-01-05,43.4726498389421,43.66119554001633,43.34695498817782,43.51754379272461,14496400,0.0,0.0
2018-01-08,43.36492384312069,44.05624913789355,43.04170646635117,43.97544479370117,15075000,0.0,0.0
2018-01-09,44.39003015756814,44.489175952712436,44.09259277213524,44.218780517578125,14153700,0.19,0.0
2018-01-10,44.03853177596066,44.40807314073444,43.7861630697539,43.98445129394531,13476600,0.0,0.0
2018-01-11,44.047540674958924,44.182740152283785,43.659972507444245,44.11964797973633,11687800,0.0,0.0
2018-01-12,44.32694421549799,44.91280393893907,44.218786713941086,44.6243782043457,15978200,0.0,0.0
2018-01-16,44.93082926328996,45.120109197015495,44.56128796527745,44.69648742675781,17152600,0.0,0.0
2018-01-17,44.98491502662315,45.32741784793054,44.93083454801708,45.309391021728516,23183100,0.0,0.0
2018-01-18,45.237284664711666,45.678933320250636,45.15616566423576,45.273338317871094,17119200,0.0,0.0
2018-01-19,45.51669503178311,45.60682572584674,45.309391684824284,45.588802337646484,14011500,0.0,0.0
2018-01-22,45.453598280887,45.7330089055712,45.3093871219486,45.70596694946289,16840000,0.0,0.0
2018-01-23,45.74203181959049,46.21071906067871,45.57979379620356,46.07551956176758,14141400,0.0,0.0
2018-01-24,46.29183631365403,46.86868106899605,46.156636819879395,46.372955322265625,17205600,0.0,0.0
2018-01-25,46.45406352964144,46.913735512716165,46.45406352964144,46.508140563964844,13904300,0.0,0.0
2018-01-26,46.74248392744347,47.54465866088867,46.65234981015103,47.54465866088867,14909200,0.0,0.0
2018-01-29,47.47255407568514,47.580715022607386,46.760513418905646,46.81459045410156,12234900,0.0,0.0
2018-01-30,46.63433358673118,46.8596637571694,45.742024598958984,45.93130111694336,16863500,0.0,0.0
2018-01-31,45.841166618556734,46.73347209398839,45.841166618556734,46.49913024902344,16806800,0.0,0.0
2018-02-01,46.29182977611133,46.85064762414686,46.20169564690207,46.535186767578125,11674100,0.0,0.0
2018-02-02,46.19268670500033,46.33689788206092,45.10208946358798,45.18320846557617,17562200,0.0,0.0
2018-02-05,45.10208900584921,45.696960534970046,43.3174744184867,43.344512939453125,19725800,0.0,0.0
2018-02-06,42.659512020861136,44.62438805917104,42.19082482625664,44.525245666503906,25921200,0.0,0.0
2018-02-07,44.34497237872701,44.93082868160532,44.00246960213864,44.04753494262695,15138000,0.0,0.0
