Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-01-02,57.284053045674604,57.349961443951116,56.302707390529555,56.405235290527344,4009000,0.0,0.0
2018-01-03,56.63226899687983,56.8226747708382,56.31736026320803,56.397918701171875,3369300,0.0,0.0
2018-01-04,56.55903465543782,57.28405499794598,56.434531697753236,57.057029724121094,3608500,0.0,0.0
2018-01-05,57.15224026641449,57.364621119916,56.55904223283081,57.005767822265625,4152500,0.0,0.0
2018-01-08,56.991117595525765,57.54770165217724,56.991117595525765,57.47446823120117,3126900,0.0,0.0
2018-01-09,57.51842593225888,57.65024836796489,57.15957814125228,57.5770149230957,3436500,0.0,0.0
2018-01-10,57.598969192631685,57.598969192631685,56.68353740504171,57.04238510131836,3823700,0.0,0.0
2018-01-11,57.13759640790762,57.26941882822232,56.4052508700155,56.485809326171875,3493700,0.0,0.0
2018-01-12,56.646915435791016,56.80803231737842,56.09765638711686,56.646915435791016,4223500,0.0,0.0
2018-01-16,57.100993099944695,57.79671925535409,56.800728691652715,57.5916633605957,5327800,0.0,0.0
2018-01-17,57.935857323662574,59.078314601916254,57.70150696947327,58.63890838623047,6547600,0.0,0.0
2018-01-18,58.7048284883218,59.027056766700845,57.86994932825467,58.053035736083984,3447200,0.0,0.0
2018-01-19,58.243429826029306,58.55833857724378,57.92852107481484,58.33863830566406,3749400,0.0,0.0
2018-01-22,58.455826910618946,58.91720263776461,58.41188796156326,58.7121467590332,3988300,0.0,0.0
2018-01-23,58.411885277920284,58.975788918523975,58.26541280887469,58.785377502441406,2833000,0.0,0.0
2018-01-24,58.95381574811725,59.019724164539724,58.37526210321237,58.48511505126953,3119600,0.0,0.0
2018-01-25,58.58764170209718,58.91353523557098,58.13505494127553,58.34596633911133,2927300,0.0,0.0
2018-01-26,58.51439736894768,58.587630789964756,57.41587929163584,58.140899658203125,4772400,0.0,0.0
2018-01-29,57.97978194949369,58.49974649482839,57.40855345144576,57.43052291870117,3280500,0.0,0.0
2018-01-30,57.59164840415132,58.33864392661104,57.437856523022,57.48912048339844,3334300,0.0,0.0
2018-01-31,57.57699214763887,57.767397911510116,57.0130831117662,57.40855026245117,4855700,0.0,0.0
2018-02-01,57.21081778569796,57.81866014827958,56.82999509453582,57.54037094116211,3119800,0.0,0.0
2018-02-02,57.21081691852578,57.37192819135091,56.13426843221207,56.52973556518555,5239700,0.0,0.0
2018-02-05,56.602977884935534,57.0782715797785,54.32172347807801,54.38397216796875,5372900,0.0,0.0
2018-02-06,54.07637102391841,54.42789920525105,52.76547793247916,54.42057418823242,7556400,0.0,0.0
2018-02-07,54.07638894965735,54.71353154506263,53.84203861353462,53.864013671875,6753700,0.0,0.0
2018-02-08,53.90063070040792,54.22286452640257,52.179619796519646,52.421295166015625,8210800,0.0,0.0
2018-02-09,52.728878477891904,53.21222921253536,51.443614076440376,52.27482223510742,6871000,0.0,0.0
2018-02-12,52.37735223989484,53.1902562623186,52.32608827394709,52.5897331237793,4372900,0.0,0.0
2018-02-13,52.37735492821964,52.721558254686805,51.762187305272505,52.516502380371094,4043600,0.0,0.0
2018-02-14,52.24552256243528,52.758167738102365,51.776821913875494,52.670284271240234,5503100,0.0,0.0
2018-02-15,52.86801555779798,53.30009665650639,51.74020298531323,53.24883270263672,7410900,0.0,0.0
2018-02-16,51.220245750763674,52.17961656205704,49.54317389533944,51.85006332397461,14988800,0.0,0.0
2018-02-20,51.835400981506375,51.85005101685873,49.81412632893931,50.30480194091797,8715200,0.0,0.0
2018-02-21,50.47324895744907,50.480573976681214,49.38938077990029,49.41135025024414,6647900,0.0,0.0
2018-02-22,49.34543532521312,49.98184594680866,49.10376556861647,49.53584671020508,5972000,0.0,0.0
2018-02-23,49.77019391667098,50.612392264500826,49.323462764883466,50.546478271484375,5740900,0.0,0.0
2018-02-26,50.971236895688214,51.26417616265949,50.20959703650363,51.07376480102539,7520500,0.0,0.0
2018-02-27,50.978571933692656,51.27517097438241,49.69696727772753,49.70429229736328,5412100,0.0,0.0
2018-02-28,49.99723196866805,50.23158233865088,49.089124983403764,49.10377502441406,6193000,0.0,0.0
2018-03-01,49.16967771893678,49.79143834964287,48.59844910785782,48.98659133911133,5209600,0.0,0.0
2018-03-02,49.0817936319344,49.5138803883474,48.71562087685854,49.191646575927734,4820800,0.0,0.0
2018-03-05,48.86208500740005,49.60175541110554,48.86208500740005,49.382049560546875,3910800,0.0,0.0
2018-03-06,49.57978996114586,49.70429294716978,49.23559225670609,49.63105392456055,3539400,0.0,0.0
2018-03-07,49.323456155262036,49.499217467499356,48.869405633036344,49.404014587402344,3316500,0.0,0.0
2018-03-08,49.651655598657605,49.79210425193699,49.13052251742828,49.51860046386719,3508400,0.625,0.0
2018-03-09,49.67383766033645,49.96951640680574,49.178579002772146,49.69601821899414,4911000,0.0,0.0
2018-03-12,49.718181231390915,50.18387133882314,49.59990750528654,50.04342269897461,2653200,0.0,0.0
2018-03-13,50.146904414487956,50.228216183217434,49.64425804721643,49.79948806762695,3360700,0.0,0.0
2018-03-14,49.976891450064116,50.198651837832735,48.94941255663131,49.21552276611328,3900900,0.0,0.0
2018-03-15,49.08247838047123,49.2820582613684,48.13261146759581,48.38763427734375,4870800,0.0,0.0
2018-03-16,48.38024927663281,48.6685345106848,48.00326436416676,48.313724517822266,7204500,0.0,0.0
2018-03-19,48.18066208121865,48.31371721834024,46.99795288436133,47.271453857421875,6947200,0.0,0.0
2018-03-20,47.330584190590045,47.46363931726309,46.436160254466415,46.7022705078125,7502500,0.0,0.0
2018-03-21,46.221790557357416,46.391804804551924,45.64522025645424,45.822628021240234,7088700,0.0,0.0
2018-03-22,45.630441493444934,45.800455760954414,44.71384258862851,44.743408203125,8156600,0.0,0.0
2018-03-23,44.89124225972575,45.57647640375092,44.31467195793686,44.37380599975586,6316300,0.0,0.0
2018-03-26,45.00212092212363,45.63043454638294,44.74340139111047,45.5713005065918,5310600,0.0,0.0
2018-03-27,45.63783820181039,45.815243180393566,44.63992462302514,44.869075775146484,5276500,0.0,0.0
2018-03-28,44.972565978169236,45.80046252210973,44.90677718907562,45.36433792114258,4778200,0.0,0.0
2018-03-29,45.67479465860659,46.288324168276,45.597179632553285,46.04439163208008,5001900,0.0,0.0
2018-04-02,45.785671022919,45.830023673860794,44.19640576481898,44.39598846435547,5294200,0.0,0.0
2018-04-03,44.80993677771868,44.83950521268097,43.96725611990172,44.52904510498047,6325300,0.0,0.0
2018-04-04,44.196404740442645,45.6991866650666,44.14909693908186,45.37172317504883,4764400,0.0,0.0
2018-04-05,45.60826964029271,45.756109001907205,45.05387414908932,45.319984436035156,4272700,0.0,0.0
2018-04-06,45.15735333358991,45.815235422387566,44.46990281343485,44.750797271728516,3932000,0.0,0.0
2018-04-09,45.00952014612093,45.38651064793283,44.602964028712975,44.832115173339844,4669300,0.0,0.0
2018-04-10,45.5713019895125,45.69696359053321,44.80993040639608,45.2756233215332,4667400,0.0,0.0
2018-04-11,44.97995976058515,45.7043724584566,44.928216399280295,45.49000549316406,3852600,0.0,0.0
2018-04-12,45.48260281452095,45.61196401153608,44.9282073523457,45.046478271484375,5145800,0.0,0.0
2018-04-13,45.14257272142368,45.18692537200024,44.71384171172114,45.03169250488281,3746000,0.0,0.0
2018-04-16,44.3664256265716,45.31998659359005,44.29250453234453,45.23128128051758,5446000,0.0,0.0
2018-04-17,45.60088348388672,45.68958880705825,45.15736814723602,45.60088348388672,4444100,0.0,0.0
2018-04-18,45.5786904803115,45.68217716315304,44.610345568378776,44.93559265136719,5525800,0.0,0.0
2018-04-19,44.906031992492466,45.00951869324114,44.07813556670193,44.15205383300781,7461800,0.0,0.0
2018-04-20,44.24075754209603,44.46843110985126,42.54061199175321,43.03587341308594,9765800,0.0,0.0
2018-04-23,42.87324914457001,43.01369498008761,42.43712460082458,42.6367073059082,7905100,0.0,0.0
2018-04-24,42.836289399239256,42.87324853228963,41.47617243645733,41.7866325378418,8266800,0.0,0.0
2018-04-25,41.779245544975744,42.42973705960518,41.60923126202285,42.02317810058594,6766600,0.0,0.0
