Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-01-02,177.1466182907994,181.03492007849988,177.01701888029817,180.87539672851562,18151900,0.0,0.0
2018-01-03,181.33402822012604,184.22531676722122,180.78567619554332,184.1156463623047,16886600,0.0,0.0
2018-01-04,184.3449534028168,185.65103376922679,183.5473670464851,183.77667236328125,13880900,0.0,0.0
2018-01-05,185.0328808854633,186.33894601290808,184.3748584628931,186.2891082763672,13574500,0.0,0.0
2018-01-08,186.63805338898916,188.33294722637993,185.77066985385645,187.71481323242188,17994700,0.0,0.0
2018-01-09,188.1335558574511,188.2332617618821,186.53836787745163,187.30604553222656,12393100,0.0,0.0
2018-01-10,186.37883082484868,187.32597599542845,185.07276572286153,187.276123046875,10529900,0.0,0.0
2018-01-11,187.83444308651093,187.83444308651093,186.8175159392485,187.2063446044922,9588600,0.0,0.0
2018-01-12,177.52549304910977,180.93522499055427,176.8674706008525,178.83155822753906,77551300,0.0,0.0
2018-01-16,180.95515691730205,181.20440644473635,177.50553676389845,177.8544921875,36183800,0.0,0.0
2018-01-17,178.7219000573337,178.78173273098716,175.27229464629414,177.06689453125,27992400,0.0,0.0
2018-01-18,177.5952992087487,180.4367350305486,176.5484480268285,179.26028442382812,23304900,0.0,0.0
2018-01-19,180.3071221655374,181.82254840567555,179.62915551033075,180.74578857421875,26826500,0.0,0.0
2018-01-22,180.25726407630592,184.8334818197955,179.86843541600257,184.81353759765625,21059500,0.0,0.0
2018-01-23,185.4915190916837,188.98101280934995,184.99301998915996,188.7816162109375,25678800,0.0,0.0
2018-01-24,189.3199756195064,190.087668444604,185.9600967660939,185.99000549316406,24334500,0.0,0.0
2018-01-25,187.38579615033464,188.05378307422725,186.03985779788863,186.91720581054688,17377700,0.0,0.0
2018-01-26,187.18639596637928,189.4296417236328,186.24921530482703,189.4296417236328,17759200,0.0,0.0
2018-01-29,188.1833962210744,188.27312240126892,185.07276693712467,185.4217071533203,20453200,0.0,0.0
2018-01-30,187.05677234862654,187.61508883172968,181.29412474190974,186.5582733154297,20858600,0.0,0.0
2018-01-31,187.80453246166556,189.2601564219366,184.66399444435385,186.3289794921875,43275100,0.0,0.0
2018-02-01,187.65499968159793,194.73369288345526,187.3259884548427,192.5103759765625,54211300,0.0,0.0
2018-02-02,191.46351248602687,193.62701179628158,189.40969879059867,189.70880126953125,26677500,0.0,0.0
2018-02-05,186.36887483611866,190.03783629241852,180.06785383169247,180.7158966064453,33128200,0.0,0.0
2018-02-06,178.0339654079589,185.21234898327788,177.20645512505772,184.75372314453125,37758500,0.0,0.0
2018-02-07,183.59721373758103,184.5244299808622,179.40982431069312,179.63912963867188,27601900,0.0,0.0
2018-02-08,180.46662649384115,181.29413676940493,170.96523550780262,171.06494140625,38478300,0.0,0.0
2018-02-09,174.23539101833558,176.3689664483795,166.6781432244084,175.5813446044922,39887600,0.0,0.0
2018-02-12,176.52849010035183,177.01702467079036,171.32415853749967,175.8804473876953,32092100,0.0,0.0
2018-02-13,175.09282055736796,175.44177601563425,172.58039602459783,172.63023376464844,21809400,0.0,0.0
2018-02-14,172.92932363190263,179.27023238484298,172.6900538155929,178.98110961914062,28929700,0.0,0.0
2018-02-15,179.95817213008905,179.95817213008905,176.30915512719358,179.4197998046875,20922100,0.0,0.0
2018-02-16,178.4527027807915,179.34003051799348,175.77077534672478,176.8275909423828,20645300,0.0,0.0
2018-02-20,175.24237385056134,177.41582257443213,174.58435140255122,175.4816436767578,21204900,0.0,0.0
2018-02-21,176.1795361413481,180.72584491932,175.87045395986863,177.3759307861328,23200800,0.0,0.0
2018-02-22,178.16355978181446,179.6690366690187,176.87743890953132,178.45269775390625,18464200,0.0,0.0
2018-02-23,179.3599686086416,182.83949777448512,178.9711399223828,182.7397918701172,19007300,0.0,0.0
2018-02-26,184.02593767213773,185.10269760103498,182.67001945200624,184.3748779296875,17599700,0.0,0.0
2018-02-27,183.89631331717706,184.1455628649675,180.91529846191406,180.91529846191406,15849800,0.0,0.0
2018-02-28,181.75277764003445,182.33103843030204,177.6052614144509,177.78472900390625,18783000,0.0,0.0
2018-03-01,178.47262626372276,179.5792947747718,173.88644408373236,175.41184997558594,23201600,0.0,0.0
2018-03-02,172.7698074759673,176.57834781604515,172.4707201931213,176.08981323242188,20025900,0.0,0.0
2018-03-05,175.6710703016003,180.60620808223712,175.36200331038438,179.85845947265625,16189300,0.0,0.0
2018-03-06,181.2343222248172,181.8325271991358,178.57233899376976,179.24032592773438,15086800,0.0,0.0
2018-03-07,178.20345674203426,183.2682092245692,177.53546979984154,183.15853881835938,19097300,0.0,0.0
2018-03-08,183.0089719767805,183.846446744193,180.90530534076652,181.79263305664062,17225900,0.0,0.0
2018-03-09,183.35793578982722,184.95312372267443,182.66004011839502,184.67396545410156,18526300,0.0,0.0
2018-03-12,184.67395837763763,185.54135709095152,183.66699574836983,184.2053680419922,15301200,0.0,0.0
2018-03-13,185.05282902735047,185.43169319618525,180.5663373087753,181.3340301513672,18067500,0.0,0.0
2018-03-14,182.051876738647,183.69691767742992,181.30412809138474,183.63710021972656,16821700,0.0,0.0
2018-03-15,182.6899409849286,183.4476540794521,181.64308991633493,183.30807495117188,15614300,0.0,0.0
2018-03-16,183.93618830861124,184.77366307680683,182.8594285153666,184.5343780517578,24403400,0.0,0.0
2018-03-19,176.4786464062861,176.63816976985535,169.54951193921374,172.04200744628906,88140100,0.0,0.0
2018-03-20,166.96728171324753,169.68908240825837,161.46384765520574,167.64523315429688,129851800,0.0,0.0
2018-03-21,164.3052976595566,172.87947259551504,162.80980043913524,168.8815155029297,106598800,0.0,0.0
2018-03-22,165.63131805126238,169.7588900459938,163.22854870598294,164.39503479003906,73743000,0.0,0.0
2018-03-23,164.94338704009522,166.0999086200257,158.54266032859695,158.9115447998047,53609700,0.0,0.0
2018-03-26,160.3372571738211,160.6164154516464,148.5726754190941,159.57952880859375,126116600,0.0,0.0
2018-03-27,155.84079602600949,162.36117318406986,150.29748811885455,151.76307678222656,79117000,0.0,0.0
2018-03-28,151.19475543278435,155.41206833945304,150.34731617751962,152.57061767578125,60029200,0.0,0.0
