rewards,steps,epsilon,time
-668.0,200,0.8120378896731923,0.362132
-492.0,144,0.8104138138938459,0.269111
-283.0,106,0.8087929862660582,0.203592
-625.0,160,0.8071754002935261,0.275989
-713.0,200,0.805561049492939,0.378463
-650.0,200,0.8039499273939532,0.370441
-704.0,200,0.8023420275391653,0.353839
-56.0,32,0.800737343484087,0.061757
-659.0,200,0.7991358687971188,0.353217
-632.0,200,0.7975375970595246,0.370642
-664.0,190,0.7959425218654056,0.347787
-107.0,38,0.7943506368216747,0.074088
-331.0,127,0.7927619355480314,0.238615
-749.0,200,0.7911764116769353,0.361787
-113.0,44,0.7895940588535815,0.083073
-668.0,200,0.7880148707358743,0.361455
-567.0,192,0.7864388409944025,0.363446
-596.0,200,0.7848659633124138,0.369923
-385.0,118,0.783296231385789,0.208954
-118.0,49,0.7817296389230174,0.10274
-596.0,200,0.7801661796451713,0.378113
-443.0,140,0.778605847285881,0.284864
-29.0,23,0.7770486355913092,0.054493
-483.0,126,0.7754945383201266,0.227697
-291.0,87,0.7739435492434863,0.176939
-310.0,115,0.7723956621449993,0.198164
-623.0,200,0.7708508708207094,0.403873
-226.0,85,0.769309169079068,0.163374
-121.0,52,0.7677705507409098,0.100356
-151.0,55,0.766235009639428,0.101661
-165.0,60,0.7647025396201492,0.118322
-559.0,166,0.763173134540909,0.304995
-150.0,54,0.7616467882718272,0.100076
-171.0,66,0.7601234946952835,0.136257
-356.0,125,0.7586032477058929,0.23896
-193.0,52,0.7570860412104812,0.095836
-527.0,125,0.7555718691280602,0.231962
-402.0,126,0.7540607253898041,0.24369
-496.0,166,0.7525526039390245,0.323281
-152.0,56,0.7510474987311464,0.117344
-57.0,33,0.7495454037336841,0.062318
-103.0,43,0.7480463129262167,0.096421
-249.0,90,0.7465502203003642,0.177398
-47.0,32,0.7450571198597635,0.066829
-145.0,67,0.743567005620044,0.139697
-136.0,40,0.7420798716088038,0.079241
-320.0,116,0.7405957118655863,0.215949
-302.0,116,0.7391145204418551,0.225005
-115.0,46,0.7376362914009714,0.084884
-193.0,61,0.7361610188181695,0.124647
-147.0,69,0.7346886967805332,0.148574
-282.0,87,0.733219319386972,0.169069
-129.0,51,0.7317528807481981,0.104434
-229.0,70,0.7302893749867018,0.144906
-146.0,50,0.7288287962367284,0.109095
-382.0,142,0.727371138644255,0.288416
-83.0,32,0.7259163963669665,0.061854
-244.0,85,0.7244645635742325,0.16798
-149.0,53,0.723015634447084,0.104516
-99.0,48,0.7215696031781899,0.096514
-153.0,57,0.7201264639718334,0.115212
-318.0,96,0.7186862110438897,0.186799
-144.0,48,0.717248838621802,0.090818
-112.0,43,0.7158143409445584,0.081465
