ID,SPEED,TRAVEL_TIME,DATA_AS_OF,LINK_ID,LINK_POINTS,BOROUGH,LINK_NAME
129,52.81,88,09/24/2024 09:04:03 AM,4616246,"40.8240706,-73.874311 40.8247,-73.86959 40.8251906,-73.86596 40.82536,-73.86426 40.82587,-73.85961 40.8266006,-73.85424 40.8271806,-73.84994",Bronx,BE N STRATFORD AVENUE - CASTLE HILL AVE
129,52.81,88,09/24/2024 09:09:03 AM,4616246,"40.8240706,-73.874311 40.8247,-73.86959 40.8251906,-73.86596 40.82536,-73.86426 40.82587,-73.85961 40.8266006,-73.85424 40.8271806,-73.84994",Bronx,BE N STRATFORD AVENUE - CASTLE HILL AVE
129,54.68,85,09/24/2024 09:14:03 AM,4616246,"40.8240706,-73.874311 40.8247,-73.86959 40.8251906,-73.86596 40.82536,-73.86426 40.82587,-73.85961 40.8266006,-73.85424 40.8271806,-73.84994",Bronx,BE N STRATFORD AVENUE - CASTLE HILL AVE
129,54.05,86,09/24/2024 09:19:03 AM,4616246,"40.8240706,-73.874311 40.8247,-73.86959 40.8251906,-73.86596 40.82536,-73.86426 40.82587,-73.85961 40.8266006,-73.85424 40.8271806,-73.84994",Bronx,BE N STRATFORD AVENUE - CASTLE HILL AVE
129,53.43,86,09/24/2024 09:24:03 AM,4616246,"40.8240706,-73.874311 40.8247,-73.86959 40.8251906,-73.86596 40.82536,-73.86426 40.82587,-73.85961 40.8266006,-73.85424 40.8271806,-73.84994",Bronx,BE N STRATFORD AVENUE - CASTLE HILL AVE
129,54.68,85,09/24/2024 09:28:03 AM,4616246,"40.8240706,-73.874311 40.8247,-73.86959 40.8251906,-73.86596 40.82536,-73.86426 40.82587,-73.85961 40.8266006,-73.85424 40.8271806,-73.84994",Bronx,BE N STRATFORD AVENUE - CASTLE HILL AVE
129,52.19,89,09/24/2024 09:34:03 AM,4616246,"40.8240706,-73.874311 40.8247,-73.86959 40.8251906,-73.86596 40.82536,-73.86426 40.82587,-73.85961 40.8266006,-73.85424 40.8271806,-73.84994",Bronx,BE N STRATFORD AVENUE - CASTLE HILL AVE
129,51.57,89,09/24/2024 09:39:03 AM,4616246,"40.8240706,-73.874311 40.8247,-73.86959 40.8251906,-73.86596 40.82536,-73.86426 40.82587,-73.85961 40.8266006,-73.85424 40.8271806,-73.84994",Bronx,BE N STRATFORD AVENUE - CASTLE HILL AVE
129,54.68,85,09/24/2024 09:44:03 AM,4616246,"40.8240706,-73.874311 40.8247,-73.86959 40.8251906,-73.86596 40.82536,-73.86426 40.82587,-73.85961 40.8266006,-73.85424 40.8271806,-73.84994",Bronx,BE N STRATFORD AVENUE - CASTLE HILL AVE
129,53.43,86,09/24/2024 09:49:03 AM,4616246,"40.8240706,-73.874311 40.8247,-73.86959 40.8251906,-73.86596 40.82536,-73.86426 40.82587,-73.85961 40.8266006,-73.85424 40.8271806,-73.84994",Bronx,BE N STRATFORD AVENUE - CASTLE HILL AVE
129,53.43,87,09/24/2024 09:54:03 AM,4616246,"40.8240706,-73.874311 40.8247,-73.86959 40.8251906,-73.86596 40.82536,-73.86426 40.82587,-73.85961 40.8266006,-73.85424 40.8271806,-73.84994",Bronx,BE N STRATFORD AVENUE - CASTLE HILL AVE
129,53.43,86,09/24/2024 09:59:03 AM,4616246,"40.8240706,-73.874311 40.8247,-73.86959 40.8251906,-73.86596 40.82536,-73.86426 40.82587,-73.85961 40.8266006,-73.85424 40.8271806,-73.84994",Bronx,BE N STRATFORD AVENUE - CASTLE HILL AVE
129,55.92,83,09/24/2024 10:04:03 AM,4616246,"40.8240706,-73.874311 40.8247,-73.86959 40.8251906,-73.86596 40.82536,-73.86426 40.82587,-73.85961 40.8266006,-73.85424 40.8271806,-73.84994",Bronx,BE N STRATFORD AVENUE - CASTLE HILL AVE
129,57.16,81,09/24/2024 10:09:04 AM,4616246,"40.8240706,-73.874311 40.8247,-73.86959 40.8251906,-73.86596 40.82536,-73.86426 40.82587,-73.85961 40.8266006,-73.85424 40.8271806,-73.84994",Bronx,BE N STRATFORD AVENUE - CASTLE HILL AVE
129,53.43,87,09/24/2024 10:14:03 AM,4616246,"40.8240706,-73.874311 40.8247,-73.86959 40.8251906,-73.86596 40.82536,-73.86426 40.82587,-73.85961 40.8266006,-73.85424 40.8271806,-73.84994",Bronx,BE N STRATFORD AVENUE - CASTLE HILL AVE
129,53.43,86,09/24/2024 10:19:03 AM,4616246,"40.8240706,-73.874311 40.8247,-73.86959 40.8251906,-73.86596 40.82536,-73.86426 40.82587,-73.85961 40.8266006,-73.85424 40.8271806,-73.84994",Bronx,BE N STRATFORD AVENUE - CASTLE HILL AVE
129,53.43,86,09/24/2024 10:24:03 AM,4616246,"40.8240706,-73.874311 40.8247,-73.86959 40.8251906,-73.86596 40.82536,-73.86426 40.82587,-73.85961 40.8266006,-73.85424 40.8271806,-73.84994",Bronx,BE N STRATFORD AVENUE - CASTLE HILL AVE
129,53.43,87,09/24/2024 10:29:03 AM,4616246,"40.8240706,-73.874311 40.8247,-73.86959 40.8251906,-73.86596 40.82536,-73.86426 40.82587,-73.85961 40.8266006,-73.85424 40.8271806,-73.84994",Bronx,BE N STRATFORD AVENUE - CASTLE HILL AVE
129,54.68,85,09/24/2024 10:34:03 AM,4616246,"40.8240706,-73.874311 40.8247,-73.86959 40.8251906,-73.86596 40.82536,-73.86426 40.82587,-73.85961 40.8266006,-73.85424 40.8271806,-73.84994",Bronx,BE N STRATFORD AVENUE - CASTLE HILL AVE
129,55.3,84,09/24/2024 10:39:03 AM,4616246,"40.8240706,-73.874311 40.8247,-73.86959 40.8251906,-73.86596 40.82536,-73.86426 40.82587,-73.85961 40.8266006,-73.85424 40.8271806,-73.84994",Bronx,BE N STRATFORD AVENUE - CASTLE HILL AVE
129,55.92,83,09/24/2024 10:44:03 AM,4616246,"40.8240706,-73.874311 40.8247,-73.86959 40.8251906,-73.86596 40.82536,-73.86426 40.82587,-73.85961 40.8266006,-73.85424 40.8271806,-73.84994",Bronx,BE N STRATFORD AVENUE - CASTLE HILL AVE
129,52.19,89,09/24/2024 10:49:03 AM,4616246,"40.8240706,-73.874311 40.8247,-73.86959 40.8251906,-73.86596 40.82536,-73.86426 40.82587,-73.85961 40.8266006,-73.85424 40.8271806,-73.84994",Bronx,BE N STRATFORD AVENUE - CASTLE HILL AVE
