ID,SPEED,TRAVEL_TIME,DATA_AS_OF,LINK_ID,LINK_POINTS,BOROUGH,LINK_NAME
381,42.87,37,09/24/2024 08:14:10 PM,4616194,"40.608031,-74.13212 40.60759,-74.1409",Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE
381,47.22,34,09/24/2024 08:19:10 PM,4616194,"40.608031,-74.13212 40.60759,-74.1409",Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE
381,50.33,31,09/24/2024 08:24:10 PM,4616194,"40.608031,-74.13212 40.60759,-74.1409",Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE
381,47.84,33,09/24/2024 08:29:09 PM,4616194,"40.608031,-74.13212 40.60759,-74.1409",Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE
381,49.7,32,09/24/2024 08:34:09 PM,4616194,"40.608031,-74.13212 40.60759,-74.1409",Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE
381,43.49,36,09/24/2024 08:39:10 PM,4616194,"40.608031,-74.13212 40.60759,-74.1409",Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE
381,47.84,33,09/24/2024 08:44:10 PM,4616194,"40.608031,-74.13212 40.60759,-74.1409",Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE
381,47.84,33,09/24/2024 08:49:10 PM,4616194,"40.608031,-74.13212 40.60759,-74.1409",Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE
381,49.7,32,09/24/2024 08:54:10 PM,4616194,"40.608031,-74.13212 40.60759,-74.1409",Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE
381,40.38,39,09/24/2024 08:59:10 PM,4616194,"40.608031,-74.13212 40.60759,-74.1409",Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE
381,47.22,34,09/24/2024 09:04:10 PM,4616194,"40.608031,-74.13212 40.60759,-74.1409",Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE
381,50.95,31,09/24/2024 09:09:10 PM,4616194,"40.608031,-74.13212 40.60759,-74.1409",Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE
381,50.33,32,09/24/2024 09:14:11 PM,4616194,"40.608031,-74.13212 40.60759,-74.1409",Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE
381,52.81,30,09/24/2024 09:19:11 PM,4616194,"40.608031,-74.13212 40.60759,-74.1409",Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE
381,50.95,31,09/24/2024 09:24:11 PM,4616194,"40.608031,-74.13212 40.60759,-74.1409",Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE
381,50.33,32,09/24/2024 09:29:10 PM,4616194,"40.608031,-74.13212 40.60759,-74.1409",Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE
381,50.33,32,09/24/2024 09:34:10 PM,4616194,"40.608031,-74.13212 40.60759,-74.1409",Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE
381,49.7,32,09/24/2024 09:39:10 PM,4616194,"40.608031,-74.13212 40.60759,-74.1409",Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE
381,48.46,33,09/24/2024 09:44:10 PM,4616194,"40.608031,-74.13212 40.60759,-74.1409",Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE
381,45.98,34,09/24/2024 09:49:10 PM,4616194,"40.608031,-74.13212 40.60759,-74.1409",Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE
381,44.73,35,09/24/2024 09:54:10 PM,4616194,"40.608031,-74.13212 40.60759,-74.1409",Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE
381,39.76,40,09/24/2024 09:59:09 PM,4616194,"40.608031,-74.13212 40.60759,-74.1409",Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE
381,29.82,53,09/24/2024 10:04:09 PM,4616194,"40.608031,-74.13212 40.60759,-74.1409",Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE
381,22.36,71,09/24/2024 10:09:10 PM,4616194,"40.608031,-74.13212 40.60759,-74.1409",Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE
381,17.39,91,09/24/2024 10:14:10 PM,4616194,"40.608031,-74.13212 40.60759,-74.1409",Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE
381,12.42,125,09/24/2024 10:19:10 PM,4616194,"40.608031,-74.13212 40.60759,-74.1409",Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE
381,9.32,166,09/24/2024 10:24:09 PM,4616194,"40.608031,-74.13212 40.60759,-74.1409",Staten Island,SIE E WOOLEY AVENUE - BRADLEY AVENUE
